"Item Number","Level 1","Level 2","Level 3","Level 4","Level 5","Description Line 1","Brand Name","Pack Size","Unit of Measure","Priced by Weight","Description Line 2","Description Line 3","Class Name","Special Order","Item Image","On Hand Quantity","Item Avg. Weight","Due Date"
"20656",43.60,43.00,42.40,40.70,35.90,"Chocolate Halva Spread 6/12oz*","Soom","6/12oz","CASE","N","","","PRESERVES","Y",,0,0.00,"/  /"
"21002",10.30,10.15,10.00,9.60,8.50,"Mahon Spanish DOP 6lb","Mercamps","6lb","CASE","Y","","","CHEESE SPAIN","N",,4,6.00,"/  /"
"22000",51.90,51.15,50.45,48.40,42.75,"Buffalo Burrata 6/7oz","Deca & Otto","6/7.05oz","CASE","N","","","CHEESE COLOMBIA","N",,44,0.00,"/  /"
"22001",37.75,37.20,36.70,35.20,31.10,"Buffalo Mozzarella Ovoline 6/7oz","Deca & Otto","6/7.05oz","CASE","N","","","CHEESE COLOMBIA","N",,0,0.00,"/  /"
"22002",36.55,36.00,35.50,34.10,30.10,"Buffalo Dulce de Leche 6/14oz","Deca & Otto","6/14.1oz","CASE","N","","","PASTRY INGRDNTS","N",,2,0.00,"/  /"
"22222",0.00,0.00,0.00,0.00,0.00,"Stacy PC Description","","","PC.","N","","","","N",,8,0.00,"/  /"
"22224",0.00,0.00,0.00,0.00,0.00,"Jake PC Description","","","PC.","N","","","","N",,0,0.00,"/  /"
"22225",0.00,0.00,0.00,0.00,0.00,"Gary PC Description","","","PC.","N","","","","N",,2,0.00,"07/24/23"
"23001",62.90,62.00,61.15,58.70,48.90,"White Peach Puree (Peche Blanche)","adamance","4/1kg","CASE","N","41190","","PUREE","N",,19,0.00,"/  /"
"23001P",15.75,15.50,15.30,14.70,12.25,"White Peach Puree (Peche Blanche)","adamance","1kg","PC.","N","41190","","PUREE","N",,0,0.00,"/  /"
"23002",54.30,53.55,52.80,50.70,42.25,"Pear Puree (Poire)","adamance","4/1kg","CASE","N","32352","","PUREE","N",,14,0.00,"/  /"
"23002P",13.60,13.40,13.20,12.70,10.60,"Pear Puree (Poire)","adamance","1kg","PC.","N","32352","","PUREE","N",,3,0.00,"/  /"
"23003",92.60,91.30,90.05,86.45,72.05,"Raspberry Puree (Framboise)","adamance","4/1kg","CASE","N","41188","","PUREE","N",,15,0.00,"/  /"
"23003P",23.15,22.85,22.55,21.65,18.05,"Raspberry Puree (Framboise)","adamance","1kg","PC.","N","41188","","PUREE","N",,0,0.00,"/  /"
"23004",78.00,76.90,75.85,72.80,60.70,"Blackcurrent Puree (Cassis)","adamance","4/1kg","CASE","N","32356","","PUREE","N",,13,0.00,"/  /"
"23004P",19.50,19.25,19.00,18.20,15.20,"Blackcurrent Puree (Cassis)","adamance","1kg","PC.","N","32356","","PUREE","N",,0,0.00,"/  /"
"23005",63.75,62.85,62.00,59.50,49.60,"Lemon Puree (Citron)","adamance","4/1kg","CASE","N","32357","","PUREE","N",,8,0.00,"/  /"
"23005P",15.95,15.75,15.50,14.90,12.40,"Lemon Puree (Citron)","adamance","1kg","PC.","N","32357","","PUREE","N",,0,0.00,"/  /"
"23006",72.00,71.00,70.00,67.20,56.00,"Coconut Puree (Noix de Coco)","adamance","4/1kg","CASE","N","32358","","PUREE","N",,10,0.00,"/  /"
"23006P",18.00,17.75,17.50,16.80,14.00,"Coconut Puree (Noix de Coco)","adamance","1kg","PC.","N","32358","","PUREE","N",,1,0.00,"/  /"
"23007",70.90,69.90,68.90,66.15,55.15,"Mango Puree (Mangue)","adamance","4/1kg","CASE","N","32360","","PUREE","N",,-1,0.00,"/  /"
"23007P",18.25,17.75,17.25,16.55,13.80,"Mango Puree (Mangue)","adamance","1kg","PC.","N","32360","","PUREE","N",,0,0.00,"/  /"
"23008",61.50,60.65,59.80,57.40,47.85,"Lime Puree (Citron Vert)","adamance","4/1kg","CASE","N","48590","","PUREE","N",,11,0.00,"/  /"
"23008P",61.50,60.65,59.80,57.40,47.85,"Lime Puree (Citron Vert)","adamance","1kg","PC.","N","48590","","PUREE","N",,3,0.00,"/  /"
"23009",62.90,62.00,61.15,58.70,48.90,"Wild Blueberry Puree (Myrtille)","adamance","4/1kg","CASE","N","48591","","PUREE","N",,8,0.00,"/  /"
"23009P",15.75,15.50,15.30,14.70,12.25,"Wild Blueberry Puree (Myrtille)","adamance","1kg","PC.","N","48591","","PUREE","N",,3,0.00,"/  /"
"23010",74.30,73.25,72.25,69.35,57.80,"Passion Fruit Puree","adamance","4/1kg","CASE","N","48102","","PUREE","N",,10,0.00,"/  /"
"23010P",18.60,18.35,18.10,17.35,14.45,"Passion Fruit Puree","adamance","1kg","PC.","N","48102","","PUREE","N",,0,0.00,"/  /"
"23011",66.05,65.10,64.20,61.65,51.35,"Strawberry Puree (Fraise)","adamance","4/1kg","CASE","N","48156","","PUREE","N",,17,0.00,"/  /"
"23011P",16.55,16.30,16.05,15.45,12.85,"Strawberry Puree (Fraise)","adamance","1kg","PC.","N","48156","","PUREE","N",,3,0.00,"/  /"
"23050",7.55,7.45,7.35,7.05,6.20,"Turkey Oven Roasted ABF","Mckenzie","2/8.5lb","CASE","Y","Expire Date:","","MEAT POULTRY","N",,56,19.00,"/  /"
"23050P",7.55,7.45,7.35,7.05,6.20,"Turkey Oven Roasted 8.5lb ABF","Mckenzie","8.5lb","PC.","Y","Expire Date:","","MEAT POULTRY","N",,1,9.00,"/  /"
"23051",7.80,7.70,7.60,7.30,6.45,"Turkey Hickory Smoked ABF","Mckenzie","2/8lb","CASE","Y","","","MEAT POULTRY","N",,10,16.40,"/  /"
"23051P",8.05,7.70,7.60,7.30,6.45,"Turkey Hickory Smoked 8lb ABF","Mckenzie","8lb","PC.","Y","Expire Date:","","MEAT POULTRY","N",,1,8.00,"/  /"
"23056",6.55,6.15,6.05,5.80,5.15,"Ham Black Forest Natural","Mckenzie","2/10lb","CASE","Y","Expire Date:","","MEAT HAM","N",,33,19.00,"/  /"
"23056P",6.75,6.15,6.05,5.80,5.15,"Ham Black Forest 10lb Natural","Mckenzie","10lb","PC.","Y","Expire Date:","","MEAT HAM","N",,0,9.50,"/  /"
"23057",9.35,9.20,9.10,8.70,7.70,"Roast Beef Traditional","Mckenzie","2/6lb","CASE","Y","Expire Date:","","MEAT BEEF","N",,10,11.70,"/  /"
"23057P",9.60,9.20,9.10,8.70,7.70,"Roast Beef Traditional 6lb","Mckenzie","6lb","PC.","Y","Expire Date:","","MEAT BEEF","N",,1,6.00,"/  /"
"23065",62.15,61.30,60.45,58.00,51.20,"Chicken Smoked Pulled*","Mckenzie","2/5lb","CASE","N","","","MEAT POULTRY","Y",,0,11.00,"/  /"
"23066",69.15,68.20,67.25,64.55,56.95,"Pork Smoked Pulled*","Mckenzie","2/5lb","CASE","N","","","MEAT POULTRY","Y",,0,11.00,"/  /"
"23068",6.45,6.35,6.25,6.00,5.30,"Ham Black Forest Uncured","Mckenzie","2/8lb","CASE","Y","","","MEAT HAM","N",,2,16.00,"/  /"
"23068P",6.45,6.35,6.25,6.00,5.30,"Ham Black Forest Uncured","Mckenzie","","PC.","Y","","","MEAT HAM","N",,0,8.00,"/  /"
"24000",20.35,20.05,19.75,18.50,16.75,"Cocoa Butter Spring Green","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,4,0.00,"/  /"
"24001",23.95,23.60,23.30,22.35,19.75,"Cocoa Butter Azure Blue","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,5,0.00,"/  /"
"24002",24.60,24.25,23.90,22.95,20.25,"Cocoa Butter Tangerine","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,3,0.00,"06/22/23"
"24003",23.10,22.80,22.50,21.00,19.05,"Cocoa Butter Apple Red","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,1,0.00,"06/22/23"
"24004",21.80,21.50,21.20,19.80,17.95,"Cocoa Butter Sunflower","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,0,0.00,"06/22/23"
"24005",23.50,23.15,22.85,21.35,19.35,"Cocoa Butter Mercury's Gold","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,8,0.00,"/  /"
"24006",21.15,20.85,20.60,19.25,17.45,"Cocoa Butter Moon Rock Silver","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,6,0.00,"/  /"
"24007",24.60,24.25,23.90,22.35,20.25,"Cocoa Butter Majestic Purple","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,0,0.00,"06/22/23"
"24008",25.20,24.85,24.50,22.95,20.80,"Cocoa Butter Avalanche White","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,7,0.00,"06/22/23"
"24020",20.35,20.05,19.75,18.50,16.75,"Cocoa Butter Persimmon","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,8,0.00,"/  /"
"24021",21.80,21.50,21.20,19.80,17.95,"Cocoa Butter InfraRed","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,3,0.00,"/  /"
"24022",21.80,21.50,21.20,19.80,17.95,"Cocoa Butter Black Onyx","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,8,0.00,"/  /"
"24023",21.10,20.85,20.55,19.20,17.40,"Cocoa Butter Green Pearl","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,10,0.00,"/  /"
"24024",20.35,20.05,19.75,18.50,16.75,"Cocoa Butter Silver Pearl","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,11,0.00,"/  /"
"24025",23.95,23.60,23.30,21.75,19.75,"Cocoa Butter Infinite Pink","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,5,0.00,"06/22/23"
"24026",22.45,22.10,21.80,20.40,18.50,"Cocoa Butter Galactic Green","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,8,0.00,"/  /"
"24027",23.10,22.80,22.50,21.00,19.05,"Cocoa Butter Cotton Candy","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,7,0.00,"/  /"
"24028",20.00,19.70,19.45,18.15,16.45,"Cocoa Butter Liberty Blue*","ChocoButter","8oz","CASE","N","","","COLORANTS","Y",,7,0.00,"/  /"
"24029",21.10,20.85,20.55,19.20,17.40,"Cocoa Butter Chocolate Brown","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,0,0.00,"06/22/23"
"24100",15.15,14.50,14.30,13.70,12.10,"Liqua Gel Red Red","Chefmaster","10.5oz","PC.","N","","","COLORANTS","N",,10,0.00,"/  /"
"24101",11.30,11.15,11.00,10.55,9.30,"Liqua Gel Royal Blue","Chefmaster","10.5oz","PC.","N","","","COLORANTS","N",,19,0.00,"/  /"
"24102",10.90,10.75,10.60,10.15,8.95,"Liqua Gel Sunset Orange","Chefmaster","10.5oz","PC.","N","","","COLORANTS","N",,10,0.00,"/  /"
"24103",15.60,14.95,14.75,14.15,12.50,"Liqua Gel Violet","Chefmaster","10.5oz","PC.","N","","","COLORANTS","N",,10,0.00,"/  /"
"24104",11.40,10.95,10.80,10.35,9.15,"Liqua Gel Lemon Yellow","Chefmaster","10.5oz","PC.","N","","","COLORANTS","N",,13,0.00,"/  /"
"24105",12.00,11.85,11.70,11.20,9.90,"Liqua Gel Buckeye Brown","Chefmaster","10.5oz","PC.","N","","","COLORANTS","N",,11,0.00,"/  /"
"24106",11.45,11.30,11.15,10.70,9.45,"Liqua Gel Leaf Green","Chefmaster","10.5oz","PC.","N","","","COLORANTS","N",,3,0.00,"/  /"
"24107",17.35,16.60,16.35,15.70,13.85,"Liqua Gel Christmas Red","Chefmaster","10.5oz","PC.","N","","","COLORANTS","N",,5,0.00,"/  /"
"24108",14.00,13.40,13.20,12.70,11.20,"Liqua Gel Black","Chefmaster","10.5oz","PC.","N","","","COLORANTS","N",,19,0.00,"/  /"
"24109",15.00,14.40,14.20,13.60,12.00,"Liqua Gel Rose Pink","Chefmaster","10.5oz","PC.","N","","","COLORANTS","N",,12,0.00,"/  /"
"24120",13.10,12.95,12.75,12.25,10.80,"Edible Gold Spray","Chefmaster","1.5oz","PC.","N","","","COLORANTS","N",,11,0.00,"/  /"
"24130",8.15,8.05,7.95,7.60,6.75,"Edible Silver Spray*","Chefmaster","1.5oz","PC.","N","","","COLORANTS","Y",,1,0.00,"/  /"
"24143",57.15,64.40,63.50,60.95,53.80,"Gold Luster Dust*","Chef Rubber","50g","PC.","N","","","COLORANTS","Y",,0,0.00,"/  /"
"24144",43.15,48.60,47.95,46.00,40.60,"Mint Satin Decor Powder*","Chef Rubber","50g","PC.","N","","","COLORANTS","N",,1,0.00,"/  /"
"24150",89.35,88.10,86.85,83.40,73.60,"Tart Shell Round Sweet 1.5""","La Folie","240ct","CASE","N","78441","","TART SHELLS","N",,17,0.00,"/  /"
"24151",64.40,63.50,62.65,60.15,53.05,"Tart Shell Round Sweet 2""","La Folie","100ct","CASE","N","78442","","TART SHELLS","N",,20,0.00,"/  /"
"24156",55.90,55.15,54.35,52.20,43.50,"Tart Shell Round Chocolate 4""","La Folie","40ct","CASE","N","78450","","TART SHELLS","N",,0,0.00,"/  /"
"24164",66.05,65.10,63.30,60.75,53.60,"Tart Shell Round Sweet 3""","La Folie","60ct","CASE","N","78443","","TART SHELLS","N",,31,0.00,"/  /"
"24167",69.60,68.60,67.65,64.95,57.30,"Tart Shell Chocolate Round 3""","La Folie","60ct","CASE","N","79039","","TART SHELLS","N",,3,0.00,"/  /"
"25026",48.55,47.85,47.20,45.30,40.00,"Cracker Rice Thin Sesame","Sesmark","12/4.5oz","CASE","N","","","CRACKERS","N",,7,0.00,"/  /"
"25028",53.30,52.55,51.85,49.75,43.90,"Multi Seed Crackers GF","Crunchmasters","12/4oz","CASE","N","","","CRACKERS","N",,7,0.00,"/  /"
"25030",66.90,65.95,65.05,62.45,55.10,"00 Pizzeria Flour","Caputo","25kg","BAG","N","","","FLOUR","N",,2,0.00,"/  /"
"25031",122.25,111.95,110.35,105.95,93.50,"Mochiko Fine Rice Flour*","Mochiko","36/16oz","CASE","N","","","FLOUR","Y",,0,0.00,"/  /"
"25031P",3.40,3.15,3.10,2.95,2.60,"Mochiko Fine Rice Flour*","Mochiko","16oz","PC.","N","","","FLOUR","N",,0,0.00,"/  /"
"25034",2.30,2.30,2.25,2.15,1.90,"Bulgur Wheat Medium","Giusto's","25lb","CASE","Y","","","GRAINS","N",,3,25.00,"/  /"
"25034P",2.40,2.30,2.25,2.15,1.90,"Bulgur Wheat Medium 5lb","Giusto's","5lb","PC.","Y","","","GRAINS","N",,1,5.00,"/  /"
"25035",1.30,1.25,1.25,1.20,1.05,"Steel Cut Oats","Giusto's","50lb","CASE","Y","","","GRAINS","N",,3,50.00,"/  /"
"25035P",1.35,1.30,1.25,1.20,1.05,"Steel Cut Oats 5lb","Giusto's","5lb","PC.","Y","","","GRAINS","N",,7,5.00,"/  /"
"25036",1.60,1.55,1.55,1.50,1.30,"GF Tapioca Flour/Starch 50lb","Giusto's","50lb","CASE","Y","","","FLOUR","N",,17,50.00,"/  /"
"25036P",1.60,1.55,1.55,1.50,1.30,"Tapioca Flour/Starch 5lb","Giusto's","5lb","PC.","Y","","","FLOUR","N",,6,5.00,"/  /"
"25037",1.65,1.65,1.60,1.55,1.35,"White Rice Flour GF","Giusto's","50lb","CASE","Y","","","FLOUR","N",,2,0.00,"/  /"
"25037P",1.70,1.65,1.60,1.55,1.35,"White Rice Flour 5lb","Giusto's","5lb","PC.","Y","","","FLOUR","N",,0,5.00,"/  /"
"25038",2.20,2.15,2.10,2.05,1.80,"Brown Rice Flour GF","Giusto's","50lb","CASE","Y","","","FLOUR","N",,3,50.00,"/  /"
"25038P",2.25,2.20,2.10,2.05,1.80,"Brown Rice Flour GF 5lb","Giusto's","5lb","PC.","Y","","","FLOUR","N",,9,5.00,"/  /"
"25039",66.75,65.80,64.90,62.30,54.95,"All Purpose Flour GF","Giusto's","25lb","CASE","N","","","FLOUR","N",,12,0.00,"/  /"
"25041",49.15,47.75,47.10,45.20,39.90,"Snowflake AP Flour Unbleached","Giusto's","50lb","BAG","N","","","FLOUR","N",,8,0.00,"/  /"
"25042",54.80,52.50,51.75,49.70,43.85,"Artisan Malted Bread Flour Unbleach","Giusto's","50lb","BAG","N","","","FLOUR","N",,8,0.00,"/  /"
"25043",52.25,50.00,49.35,47.35,41.80,"Pastry Flour Unbleached","Giusto's","50lb","CASE","N","","","FLOUR","N",,14,0.00,"/  /"
"25043P",10.95,10.00,9.90,9.50,8.40,"Pastry Flour Unbleached 5lb","Giusto's","5lb","PC.","N","","","FLOUR","N",,8,0.00,"/  /"
"25046",70.60,69.60,68.65,65.90,58.15,"Potato Starch","Giusto's","25lb","BAG","N","","","FLOUR","N",,9,0.00,"/  /"
"25055",83.65,82.45,81.30,78.05,68.90,"Gluten Free Multi Purpose Flour","Cup4Cup","25lb","CASE","N","","","FLOUR","N",,16,0.00,"/  /"
"25058",83.65,82.45,81.30,78.05,68.90,"Multi Purpose Flour Dairy Free GF","Cup4Cup","25lb","CASE","N","","","FLOUR","N",,-1,0.00,"/  /"
"26001",62.60,61.70,60.85,58.40,51.55,"Cranberry Hazelnut Crisps 12/5.3oz","Raincoast Crisp","12/5.3oz","CASE","N","71075","","CRACKERS","N",,2,0.00,"07/24/23"
"26002",62.60,61.70,60.85,58.40,51.55,"Rosemary Raisin Pecan Crisp 12/5.3z","Raincoast Crisp","12/5.3oz","CASE","N","71165","","CRACKERS","N",,12,0.00,"07/24/23"
"26003",62.60,61.70,60.85,58.40,51.55,"Fig & Olive Crisps 12/5.3oz","Raincoast Crisp","12/5.3oz","CASE","N","71105","","CRACKERS","N",,6,0.00,"07/24/23"
"26004",62.60,61.70,60.85,58.40,51.55,"Salty Date & Almond Crisps 12/5.3oz","Raincoast Crisp","12/5.3oz","CASE","N","71195","","CRACKERS","N",,-1,0.00,"07/24/23"
"26007",62.60,61.70,60.85,58.40,51.55,"GF Rosemary Raisin Crisp 12/5.3oz","Raincoast Crisp","12/5.3oz","CASE","N","71355","Gluten Free Ingredients","CRACKERS","N",,2,0.00,"07/24/23"
"26010",48.00,47.35,46.70,44.80,39.55,"Original Raincoast Crisp Bulk","Raincoast Crisp","8/8oz","CASE","N","71231","","CRACKERS","N",,9,0.00,"/  /"
"26011",48.00,47.35,46.70,44.80,39.55,"Rosemary Raincoast Crisp Bulk","Raincoast Crisp","8/8oz","CASE","N","71261","","CRACKERS","N",,13,0.00,"/  /"
"26012",48.00,47.35,46.70,44.80,39.55,"Cranberry Raincoast Crisp Bulk","Raincoast Crisp","8/8oz","CASE","N","71241","","CRACKERS","N",,19,0.00,"/  /"
"26012T",0.00,0.00,0.00,0.00,0.00,"Cranberry Raincoast Crisp Bulk","Raincoast Crisp","8/8oz","CASE","N","71241","","CRACKERS","N",,16,0.00,"/  /"
"26019",62.60,61.70,60.85,58.40,51.55,"GF Salty Date Crisps","Raincoast Crisp","12/5.3oz","CASE","N","71325","Gluten Free Ingredients","CRACKERS","N",,4,0.00,"07/24/23"
"27903",25.90,23.90,22.20,20.70,18.30,"Barbeque Spice LG8","Potenza","128oz","PC.","N","","","SPICES","Y",,0,0.00,"/  /"
"29007",166.05,163.70,161.45,154.95,136.75,"Glitterati Fruit & Berry","Glitterati","6/2lb","CASE","N","","","SNACKS & CANDY","N",,0,0.00,"/  /"
"29007P",28.50,27.30,26.95,25.85,22.80,"Glitterati Fruit & Berry","Glitterati","2lb","PC.","N","","","SNACKS & CANDY","N",,4,0.00,"/  /"
"29019",131.90,0.00,0.00,123.10,108.65,"White Sugar Swizzle Sticks","Roses","4/72ct","CASE","N","","","SNACKS & CANDY","N",,13,0.00,"/  /"
"29019P",35.55,0.00,0.00,30.80,27.20,"White Sugar Swizzle Sticks","Roses","72ct","PC.","N","","","SNACKS & CANDY","N",,2,0.00,"/  /"
"29024",146.25,144.20,142.20,136.50,120.45,"Popcorn Caramel indiv poly bags*","Cornzapoppin","28ct","CASE","N","","","SNACKS & CANDY","Y",,1,10.00,"/  /"
"29026",3.65,3.35,3.30,3.20,2.80,"Popcorn Cheddar Cheesey*","Cornzapoppin",".75oz","BAG","N","","","SNACKS & CANDY","Y",,0,1.00,"/  /"
"29029",2.90,2.65,2.60,2.50,2.20,"Popcorn Dill Pickle*","Cornzapoppin","0.75oz","BAG","N","","","SNACKS & CANDY","Y",,0,0.00,"/  /"
"29030",20.35,20.05,19.75,18.50,16.75,"Cocoa Butter Purple Twilight","ChocoButter","8oz","PC.","N","","","COLORANTS","N",,10,0.00,"/  /"
"29034",53.70,49.15,48.45,46.55,41.05,"Congratulations Chocolate Decor**","ChocoButter","110ct","CASE","N","","","CHOCOLATE DECOR","N",,4,0.00,"/  /"
"29040",100.95,85.30,84.15,80.75,71.25,"Peppermint Candy Pieces*","Hammonds","15lb","CASE","N","","","SNACKS & CANDY","Y",,4,0.00,"/  /"
"29041",5.30,4.85,4.75,4.60,4.05,"Popcorn Chocolate*","Cornzapoppin","0.75oz","BAG","N","","","SNACKS & CANDY","Y",,0,0.00,"/  /"
"29999",80.95,75.15,73.05,70.15,61.90,"Oats Rolled Organic","Potenza","50lb","CASE","N","","","GRAINS","N",,0,0.00,"07/26/23"
"30001",80.00,78.90,77.80,74.70,65.90,"Walnut Oil*","Lapalisse","6/16.9oz","CASE","N","","","OILS NUT","Y",,1,0.00,"/  /"
"30001P",13.35,13.15,13.00,12.45,11.00,"Walnut Oil 16.9oz*","Lapalisse","16.9oz","PC.","N","","","OILS NUT","N",,5,0.00,"/  /"
"30002",76.60,75.50,74.45,71.50,63.10,"Canola Oil Spray*","Spectrum","6/16oz","CASE","N","","","OILS VEGETABLE","Y",,1,0.00,"/  /"
"30003",114.05,112.45,110.90,106.45,93.95,"Passion Fruit Puree*","Boiron","6/2.2lb","CASE","N","Fruit de la Passion 0720","","PUREE","Y",,7,0.00,"/  /"
"30003P",19.60,19.05,18.50,17.75,15.70,"Passion Fruit Puree 1kg**","Boiron","2.2lb","PC.","N","Fruit de la passion","","PUREE","Y",,1,0.00,"/  /"
"30004",46.40,45.75,45.15,43.30,38.25,"Coconut Oil Spray*","Spectrum","6/5oz","CASE","N","","","OILS NUT","Y",,0,0.00,"/  /"
"30007",194.55,191.85,189.15,181.60,160.25,"Peanut Oil Refined","Spectrum","12/16oz","CASE","N","","","OILS NUT","N",,4,0.00,"/  /"
"30008",49.85,45.60,45.00,43.20,38.10,"Coconut Oil Raw Virgin","Potenza","1gal","GAL.","N","","","OILS NUT","N",,-3,0.00,"/  /"
"30011",41.80,0.00,0.00,39.00,34.45,"White Maseca #3*","Aztec Milling","50lb","BAG","N","","","FLOUR","Y",,0,0.00,"/  /"
"30013",369.55,338.30,333.60,320.25,282.60,"Fractionated Coconut Oil Organic*","Potenza","30lbs","CASE","N","","","OILS NUT","Y",,0,0.00,"/  /"
"30014",48.75,48.05,47.40,45.50,40.15,"Ezekiel 4:9 Sprouted Grain Bread*","Food For Life","6/24oz","CASE","N","","","BREAD","Y",,0,0.00,"/  /"
"30016",32.80,0.00,0.00,30.60,27.00,"Flour Tortilla 13""","Raquelitas","6/12ct","CASE","N","40131","","LATIN FOODS","N",,6,0.00,"/  /"
"30017",49.35,0.00,0.00,46.10,40.65,"Flour Spinach Tortilla 13""","Raquelitas","6/12ct","CASE","N","41390","","LATIN FOODS","N",,5,0.00,"/  /"
"30018",49.00,0.00,0.00,45.75,40.35,"Flour Tortilla Red Chile 13""","Raquelitas","6/12ct","CASE","N","41370","","LATIN FOODS","N",,6,0.00,"/  /"
"30022",45.65,45.00,44.40,42.60,37.60,"Flour Tortillas 10""","Raquelitas","12/12ct","CASE","N","38828","","LATIN FOODS","N",,4,0.00,"/  /"
"30027",44.45,0.00,0.00,41.50,36.60,"Corn Tortilla 6.5"" Nixtamal","Raquelitas","6/120ct","CASE","N","12774","","LATIN FOODS","N",,17,0.00,"/  /"
"30028",39.55,0.00,0.00,36.90,32.60,"Flour Tortilla 4""*","Raquelitas","15/12ct","CASE","N","30028","","LATIN FOODS","Y",,2,0.00,"/  /"
"30029",31.50,0.00,0.00,29.40,25.95,"Corn Tortilla White 4.5""*","Raquelitas","10/60ct","CASE","N","19446","","LATIN FOODS","Y",,0,0.00,"/  /"
"30036",20.00,19.75,19.45,18.70,16.50,"Blue Corn Tortilla 4"" Par Cooked*","Bolder Chip","3/50ct","CASE","N","","","LATIN FOODS","Y",,11,0.00,"/  /"
"30037",30.75,30.30,29.90,28.70,25.30,"Blue Corn Tortilla 6"" Par Cooked*","Bolder Chip","5/30ct","CASE","N","","","LATIN FOODS","Y",,0,0.00,"/  /"
"30038",38.60,38.05,37.50,36.00,31.80,"Blue Corn Tortilla Chips Cooked*","Bolder Chip","6lb","CASE","N","","","LATIN FOODS","Y",,2,0.00,"/  /"
"30039",68.95,68.00,67.05,64.35,56.80,"12"" Corn Tortilla Tolteca 6/12","Raquelitas","12/12ct","CASE","N","17360","","LATIN FOODS","N",,6,0.00,"/  /"
"30040",33.60,33.10,32.65,31.35,27.65,"White Corn Tortilla 6"" Par Cooked*","Bolder Chip","5/30ct","CASE","N","","","LATIN FOODS","Y",,0,0.00,"/  /"
"30041",226.30,207.20,204.30,196.15,173.05,"Coconut Oil Raw Virgin Pail*","Potenza","5gal","PAIL","N","","","OILS NUT","Y",,1,0.00,"/  /"
"30055",831.70,907.30,831.70,712.90,693.10,"Oil Palm Kernel Organic**","CIRANDA","55gal","DRUM","N","Lot code:","","OILS VEGETABLE","Y",,2,0.00,"/  /"
"30066",107.00,105.50,104.05,99.90,88.15,"Lavash Bread","Kontos","24/14oz","CASE","N","","","BREAD","N",,25,0.00,"/  /"
"30077",23.10,21.45,20.85,20.00,17.65,"Fresh Curry Leaves*","Bombay","8oz","EACH","N","","","SPICES","Y",,1,0.00,"/  /"
"30078",161.55,150.00,145.85,140.00,123.55,"Papadums Black Pepper","Udad","80/7oz","CASE","N","","","BREAD","N",,2,0.00,"/  /"
"30080",127.30,125.00,122.85,120.70,118.65,"Split Urad Dal*","Potenza","40lb","BAG","N","","","BEANS","N",,0,0.00,"/  /"
"30081",23.10,21.45,20.85,20.00,17.65,"Frozen Curry Leaves*","Bombay","8oz","EACH","N","","","SPICES","Y",,1,0.00,"/  /"
"30090",14.00,13.00,12.65,12.10,10.70,"Chipotle Morita Paste*","D'Allasandro","1lb","PC.","N","1lb","","SPICES","Y",,1,0.00,"/  /"
"30091",11.35,11.00,10.70,10.30,9.05,"Green Bamboo Rice","Woodland","25lb","CASE","Y","","","RICE","N",,3,25.00,"/  /"
"30091P",11.00,11.00,10.70,10.30,9.05,"Green Bamboo Rice","Woodland","5lb","PC.","Y","","","RICE","N",,4,5.00,"/  /"
"30095",3.10,3.10,2.85,2.70,2.35,"Grits White Hominy","Woodland","25lb","CASE","Y","G62D","","GRAINS","N",,6,25.00,"/  /"
"30095P",3.35,3.10,2.85,2.70,2.35,"Grits White Hominy 5lb","Woodland","5lb","PC.","Y","G62D","","GRAINS","N",,4,5.00,"/  /"
"30097",31.25,30.40,29.55,28.35,25.00,"Mole Poblano Paste*","Woodland","1kg","PC.","N","","","SPICES","Y",,3,0.00,"/  /"
"30098",112.50,110.95,109.40,105.00,92.65,"Freekeh Whole Grain Wheat","D'Allasandro","25lb","BAG","N","","","GRAINS","N",,1,0.00,"/  /"
"30099",17.30,13.40,13.20,12.70,11.20,"Hibiscus Flowers Dried Org","Starwest","1lb","PC.","N","","","SPICES","N",,13,0.00,"/  /"
"30114",75.20,74.10,73.10,70.15,61.90,"Brioche Burger Bun Medium Sliced","Tom Cat Bakery","60ct","CASE","N","226200FC60","","BREAD","N",,0,0.00,"/  /"
"30124",119.25,117.55,115.95,111.30,98.20,"Lobster Roll Brioche 6""","Tom Cat Bakery","72ct","CASE","N","228702FC72","","BREAD","N",,8,16.00,"/  /"
